Year,Movie,Income
2022,Po-muzhski (По-мужски),399898
2018,Wo Men De Qing Chun Sui Yue,399868
1999,The Loss of Sexual Innocence,399793
1995,Bandit Queen,399748
2022,Superspreader,399370
2018,Dumplin’,399198
2017,Once Upon a Time in Venice,399166
2020,Mio-Tsukushi Ryouri-Chou,399142
2002,Elling,399037
2007,Soreike! Anpanman Shabondama No Puru,398991
2023,Improvvisamente a Natale mi sposo,398847
1964,Mafioso,398614
2002,The Mystic Masseur,398610
2014,Björk: Biophilia Live,398382
2021,Nitram,398087
2003,Australia: Land Beyond Time,398083
2022,Monster,397876
2024,Hard Miles,397803
2017,Thomas & Friends: Journey Beyond Sodor,397687
1995,Bar Girls,397566
2020,La Marca del Demonio,397562
2024,A Vanished Puppet (消失的木偶),397282
2018,Amin,397144
2015,Freetown,397122
2016,Royal Ballet: Frankenstein,397025
2023,Les choses simples,396796
1992,The Adjuster,396573
2019,Fritzi: A Revolutionary Tale,396405
2016,Met Opera Don Giovanni (2016),395963
2011,Setup,395949
2018,Met Opera: Aida,395885
2007,Manufactured Landscapes,395623
2013,Zwei Leben,395619
2016,Gernika,395215
1994,Golden Gate,395105
2023,Royal Opera House: Don Quixote,394872
2019,Met Opera: Turandot,394676
1991,Dogfight,394631
2021,Il bambino nascosto,394625
2018,The Legend of Muay Thai: 9 Satra,394587
2015,Kryptonita,394522
2018,Mohanlal,394380
2018,Muse Drones World Tour,394340
2009,The Marc Pease Experience,394033
2017,M,394004
2017,Sofia the First: The Mystic Isles,393652
2017,Sherlock: The Final Problem,393087
2016,Incidencias,393060
2007,Ye Shanghai,393000
2019,Watching,392503
2019,Iron Sky: The Coming Race,392166
2015,Bana Adini Sor,392088
2022,Cuarentones,392080
2000,Hamara Dil Aapka Pase Hain,392076
1979,The First Great Train Robbery,391942
2017,Message from the King,391845
2022,Kaathu Vaakula Rendu Kadhal,391805
2015,Boy 7,391735
2016,Wang Mao,391730
2021,"Zăpadă, Ceai și Dragoste",391716
2018,Aterrados,391464
2019,Bikes,391382
2021,Rise of the Footsoldier: Origins,391336
2007,Vikaren,391303
2022,Tyson’s Run,391167
2018,The Escape,391063
2018,Hostile,390994
2018,Adventure in time and space,390928
2018,Flower,390803
2009,Still Walking,390789
2021,K3: Dans van de Farao,390627
2023,Heaven in Hell,390563
2012,Detropia,390170
2015,Momentum,390167
1992,Where the Day Takes You,390152
2022,Zui Hou 58 Tian  最後58天,390000
2020,Jak zostac gwiazda,389978
1995,Search and Destroy,389731
2009,Stone of Destiny,389584
2013,Besharam,388915
2019,Uyut,388798
2018,Laung Laachi,388776
2023,HeadSpace,388646
2019,Persona non grata,388542
2022,My Old School,388438
2007,The Last Sin Eater,388390
2015,Kamisama no iu tôri,388377
2022,Lille Allan - den menneskelige antenne,388220
2021,Shika No Ou,387903
2018,Lu Guo Wei Lai,387766
2017,Voevoda,387369
2022,Bandit,387246
2016,Stavka na lyubov,387143
2018,Meonibaek,387142
2004,Highwaymen,386941
2015,Criminal Activities,386744
1997,The End of Violence,386673
2017,Kong Bu Dian Ying Yuan 2,386634
2022,The Bunker Game,386556
2023,Leeuwin,386379
2016,Lat ging ba wong fa,386261
2019,Isabelle,386250
2019,The Wedding Guest,386166
2023,Mother Teresa & Me,385834
2023,Ziggy Stardust: The Global Premeire,385705
1985,Sylvester,385687
2012,Da bing jin bao li xian ji,385656
2019,Triple Threat,385651
2022,Eric Ravilious Drawn to War,385649
2023,Bastardi 4: Reparát,385535
2018,Proigrannoe mesto,385454
2013,Ram-Leela,385331
2018,De chaque instant,385229
2005,Brødre,384982
2020,Gunda,384957
2008,Where in the World is Osama Bin Laden?,384955
2015,Alex & Eve,384885
2024,Fox and Hare Save the Forest,384810
2022,La brigade,384798
2023,Sura (수라),384754
2022,Oeps! Kids overboord,384508
2015,Mediterranea,384501
2009,Adoration,384244
2019,Place des Victoires,384145
2002,"Scotland, PA",384098
2024,Rob Peace,383520
2024,Karlos,383381
2011,Hesher,382946
2023,Dicht bij Vermeer,382810
2015,Everly,382652
2022,El Poderoso Victoria,382587
2023,Zielona granica,382417
1983,Ziggy Stardust and the Spiders from Mars,382234
2016,"Life, Animated",382203
2018,How to Talk to Girls at Parties,382106
2023,"A máme, čo sme chceli",382060
2018,Un nemico che ti vuole bene,381668
1994,A Million to Juan,381457
2006,The Quiet,381420
2016,Met Opera Roberto Devereux,381370
2021,The Souvenir Part II,381303
1979,Last Embrace,381119
2020,Krasotka!,381085
2018,Spiritpact,381071
2022,Anka,381034
1995,Gospa,381000
1985,Alamo Bay,380970
2000,Bittersweet Motel,380927
2017,Itsu mata kimi to,380909
2019,The Head Hunter,380829
2016,Du Nam Ja,380786
2011,Nostalgia de la luz,380633
2017,Hikari,380586
2005,The Syrian Bride,380505
2020,Breaking Surface,380483
2013,Last Summer,380431
1981,Zoot Suit,380302
2013,At Any Price,380301
2022,The Road Dance,380176
2018,Jane and Emma,380017
2015,Gui Wa Wa,380000
2021,Barbie Princess Adventure,380000
2015,Ch/B,379990
1959,Ascenseur pour l'échafaud,379949
2022,Asteroid Hunters,379933
2020,Bourák,379931
2020,From the Vine,379923
2023,Mending the Line,379890
1999,Head On,379664
2014,Nurse 3D,379584
2019,RSC Measure for Measure,379449
2017,"Kolobanga. Privet, Internet!",379371
2019,BEEF: РУССКИЙ ХИП-ХОП,379161
2020,Tesla,379110
2016,Space Dogs: Adventure to the Moon,379033
2019,Ai Uta: Yakusoku no Nakuhito,379028
2007,Introducing the Dwights,378921
2018,Las Leyes de la Termodinamica,378896
2015,Mazlum Kuzey,378764
2018,Vikadakumaran,378753
2000,Santitos,378562
2019,Trudnosti vizhivaniya,378387
2017,Haunted Dormitory: White Paper Girl,378192
2018,We're Going on a Bear Hunt,377759
2017,The Void,377624
1998,Artemisia,377512
2016,Paris-Willouby,377507
2021,Tides,377411
2015,Sarusuberi: Miss Hokusai,377344
2003,Pride and Prejudice,377271
2018,Figlia mia,377213
2011,Miral,377014
2015,Talvar,377002
1995,Swimming with Sharks,376928
2019,Wo De Chong Wu Shi Da Xiang,376898
2003,Im Toten Winkel - Hitlers Sekretärin,376886
2022,Ojos que no ven,376871
2024,Tay 2: Ebabil Takımı,376759
1985,Lily in Love,376686
2018,Met Opera: L'Elisir d'Amore,376307
2018,"Westwood: Punk, Icon, Activist",376219
2024,Ekip Siberay,376072
1992,Frozen Assets,376008
2019,Yves,375950
2004,How to Get the Man's Foot Outta Your Ass,375692
2013,In Fear,375649
2015,Le talent de mes amis,375633
2005,The Game of Their Lives,375474
2022,Doktor Svistok,375100
2019,Muklawa,374940
2017,Met Opera 2017: Romeo et Juliette,374488
2003,Annie Brocoli dans les fonds marins,374360
2017,Bad Buzz,374161
2022,Shark Bait,373983
1998,A Merry War,373830
2022,Kantara,373760
2022,Kuwaresma,373724
2019,Hikinige: Saikô no saiaku na hi,373666
1998,Let's Talk About Sex,373615
2016,Chronic,373581
2022,Presque,373434
2014,Joe,373375
2013,Au bonheur des ogres,373158
2017,England is Mine,373092
2022,Alice,373037
2018,Nobili bugie,372939
2016,El Bosco. El jardín de los sueños,372915
1993,Caro Diario,372703
2020,Murder in the Woods,372623
2018,J'ai perdu Albert,372598
2019,Sye Raa Narasimha Reddy,372468
2020,Om det oändliga,372404
2018,Tiempo Compartido,372318
2019,The Kill Team,372311
2011,MOOZ-lum,372239
2017,Eloise,372137
2021,Mijn vader is een vliegtuig,372012
2023,Daliland,371995
2019,Zhui Xiaong Shi Jiu Nian,371951
2000,Deterrence,371647
1989,Mystery Train,371609
2020,Into the Beat - Dein Herz tanzt,371578
2019,"Vitoria, 3 de marzo",371495
2020,Buhwal: Geu Jeunggeo,371405
2017,Amori Che Non Sanno Stare al Mondo,371385
2019,Ema,371385
2019,King of Prism: Shiny Seven Stars 3,371291
2020,Trash,371029
2019,Der Trafikant,370818
1997,Open Your Eyes,370720
1988,Gandahar,370698
2019,Solo cose belle,370697
2015,La volante,370692
1999,The Minus Man,370668
2022,"Arthur, malédiction",370662
2001,Nico and Dani,370562
2020,İki Gözüm Ahmet,370562
2023,Lassie — A New Adventure,370502
2019,Hodinářův učeň,370438
2016,24,370369
2020,Shi Shen Gui Lai,370000
2024,Jatt Nuu Chudail Takri,369843
2012,Rebelle,369572
2023,Las Chicas están bien,369397
2017,Orpheline,369377
2022,Bugday Tanesi,369151
2004,Wooly Boys,368780
2019,Amnestie,368764
2020,El Club de los Idealistas,368742
2013,Hava Nagila: The Movie,368724
2022,Dos Más Dos,368581
2017,Chun Jie Xin Ling . Zhu Meng Yan Yi Quan,368543
2017,Pecking Order,368400
2022,Hart op de Juiste Plek,368376
2012,Lovely Molly,368322
2019,El crack cero,368320
2019,Tu mérites un amour,368121
2018,First Kiss,368097
2019,Vivir dos veces,368064
1991,Rich Girl,368056
2019,Cunningham,368002
2000,Solas,367939
2024,La Vita Accanto,367910
2020,The Kid Detective,367908
2020,Yellow Rose,367849
2018,Horror Bathroom,367754
2020,Burraco Fatale,367611
1998,Hurricane Streets,367582
2012,Freelancers,367299
2022,Silence of the Tides,367179
2019,Restiamo amici,366729
2016,Obedience,366688
2018,Met Opera: Cosi Fan Tutti,366684
2015,En Güzeli,366511
2015,Seung sun,366388
2021,Best Sellers,366332
2021,The Lady of Heaven,366038
2009,Soul Power,366033
2013,Shuddh Desi Romance,366000
2021,Puppy Patrol: Mission Christmas,365846
2014,Wer,365837
2021,Censor,365738
2013,When Comedy Went to School,365548
2014,Glen Campbell: I'll Be Me,365522
2023,Mean Spirited,365496
2003,The Lawless Heart,365397
1997,Gummo,365375
2000,Tera Jadoo Chal Gayaa,365318
2023,The Gools (功夫山羊),365087
2019,Clemency,364952
2015,Feng Zhong Jia Zu,364774
2021,Doctor,364701
2022,Panama,364695
2007,Southland Tales,364607
2018,November,364580
2019,Hitsville: The Making Of Motown,364437
1994,Nostradamus,364164
2018,The Merger,364073
2023,Ever Victorious (天下无敌),364068
2022,Hádkovi,364002
2015,Segon origen,363922
1996,Mother Night,363905
2022,Bandirma Füze Kulübü,363874
1996,Manny & Lo,363731
2019,La virgen de agosto,363692
2023,"Tonda, Slávka a kouzelné svetlo",363615
2018,Midnight XII,363597
2015,Nevidimki,363595
2017,Zalozhniki,363292
2016,Seed: The Untold Story,363163
2016,Udta Punjab,362702
2015,Shamitabh,362700
2018,Salinsoseol,362687
2001,Drôle de Félix,362572
2022,Bullterrier (Бультерьер),362148
2019,Zhara,361767
2024,Segundo Premio,361693
2020,Think Like a Dog,361632
2014,Fakat Müzeyyen Bu Derin Bir Tutku,361458
2004,Moolaadé,361385
2019,Polvo,361105
2015,Jungle Shuffle,360898
2008,La Rivière aux Castors,360886
2019,Genitori quasi perfetti,360844
2022,Royal Opera House: La Traviata,360658
2020,Tsoy,360648
2017,Punjab Nahi Jaungi,360373
2018,Chekka Chivantha Vaanam,360015
2021,A Fangirl's Romance,360000
2022,Chéngkè (乘客),360000
2020,Buladó,359849
2017,Gatta Cenerentola,359791
2013,No One Lives,359742
2016,De kinderen van juf Kiet,359546
2021,Nr. 10,359380
2001,Grateful Dawg,359237
2022,The Estate,359207
2024,Karina (КАРИНА),359188
2017,Black Butterfly,359182
2018,Aravindante Athidhikal,359120
2014,The Pact 2,358981
2021,Love Gets a Room,358860
2018,RSC Live: Romeo and Juliet,358816
2019,Met Opera: La Fille Du Regiment,358787
2023,Femme,358539
2016,Unforgettable Time,358082
2018,El Árbol de la sangre,358063
1990,American Ninja 4: The Annihilation,358000
2019,Capital in the Twenty-First Century,357913
2019,Ophelia,357872
2016,Boonie Bears to the Rescue,357712
2015,The Young and Prodigious T.S. Spivet,357687
2023,Gekijôban Psycho-Pass Providence,357614
2022,La dégustation,357498
2008,Meet Bill,357464
2017,Sermon on the Mount,357435
2000,Pukar,357422
2014,Agent F.O.X.,357404
2018,Wildling,357394
2023,Gudinski,356996
2021,15/07 Safak Vakti,356854
2017,L’amant d’un jour,356358
2018,La quietud,356249
2023,The Harbinger,356228
2011,Shi,356149
2009,Luck by Chance,356019
2005,Deewane Huye Paagal,355962
2020,Love Without Size,355943
2010,Welcome to the Rileys,355919
2023,Dnevnik Pauline P,355863
2017,Bordo Bereliler Suriye,355830
2011,The First Grader,355731
2021,Kurup,355716
2016,Diamant noir,355280
2016,Army Of One,355210
2016,The Invitation,354836
1978,Brass Target,354797
2019,Otryv,354760
1988,Prison,354704
2021,Occupation: Rainfall,354670
2018,Sanz: Lo que fui es lo que soy,354591
2018,Bolshoi Ballet: The Nutcracker,354452
2016,Blackway,354246
2000,Maelstrom,354120
2019,The Tomorrow Man,354103
2021,The Water Man,354087
2019,La mia seconda volta,353954
2015,A Napoli non piove mai,353855
2024,Special Party Branch (堡垒),353854
2019,¿Qué te juegas?,353848
2016,Souvenir,353653
2019,Můj příběh,353651
2019,K-12,353602
2016,Wu Nu Nao Jing Cheng,353535
1997,Albino Alligator,353480
2021,Tengamos la fiesta en paz,353163
2021,Final Account,353084
2013,We Are What We Are,353070
2003,The Animation Show,352964
2018,Beongaemaenui bimil,352891
1998,"Crna macka, beli macor",352823
2010,Like Dandelion Dust,352810
2002,Jee Aayun Nu,352668
2016,Four Warriors,352657
2019,The Kingmaker,352466
1998,Bugs Bunny Film Fest,352397
2021,Hokusai,352371
2010,The Human Centipede,352161
2016,Pinocchio,352135
2016,Hamlet - RSC Live 2016,351923
2016,Tommaso,351909
2015,The Battle of Britain at 75,351880
2022,Family Dinner,351689
2021,Marakkar: Lion of the Arabian Sea,351585
2008,Everybody Wants to Be Italian,351416
2018,303,351062
2016,Vendeur,350965
2024,Food for Profit,350911
2017,National Theatre Live Obsession,350604
2020,"Paolo Conte, via con me",350585
1987,Summer Heat,350481
2017,Chocante,350473
1995,Country Life,350354
2021,Kimetsu no Yaiba: Natagumo Yama Hen,350212
2019,Freaks,350122
2021,On Thin Ice,350011
2021,Bo Gia,350000
2022,Yī jiāng chūnshuǐ (一江春水),350000
2018,Mario,349931
2024,Royal Opera House: The Winter’s Tale,349916
2016,Imperium,349876
2015,Caprice,349804
2012,Un amour de jeunesse,349786
2021,Cosmic Sin,349757
2016,Christine,349693
1991,Due occhi diabolici,349618
2022,Huonot naiset,349555
2018,Street Lights,349542
2021,Shiva Baby,349271
2015,Hippocrate,349210
2018,Kelebekler,349057
2023,Metallica: 72 Seasons,348951
2001,Keep the River on the Right,348507
2017,Citizen Jane: Battle for the City,348355
2024,Forty-Seven Days with Jesus,348317
1994,Drop Squad,348192
2009,The Merry Gentleman,347977
2015,Uzaklarda Arama,347864
2000,Une Liaison pornographique,347808
2023,Dalva,347659
2019,"Gospod postoi, imeto i' e Petrunija",347174
2021,Locked Down,346991
2023,Mussallat 3,346934
2022,Un Mondo Sotto Social,346796
1985,Revolution,346761
1988,The Deceivers,346730
1999,My Name is Joe,346696
2016,The Tag-Along,346690
2017,Open Fire,346515
2012,The Door,346366
2019,Liao Junbo,346330
2004,Malevolence,346106
2018,Mi Hua Zhi Wei,346069
2022,Les amandiers,345863
2003,Dil Ka Rishta,345649
2016,Duo Lu Er Tao,345604
2021,Druga polowa,345449
2023,Play Dead,345357
2018,Laavaan Phere,345281
2018,SECHSKIES Eighteen,345081
2019,Kōtetsujō no Kabaneri: Unato Kessen,345066
2018,Happi awa 1 & 2,344863
1981,Silence of the North,344837
2003,Reisei to jonetsu no aida,344667
2020,Stestí je krásná vec,344501
2013,Mindless Behavior: All Around The World,344500
2010,Red Hill,344397
1988,It Takes Two,344375
2017,Met Opera: Die Zauberflote,344348
2023,SUGA: Road to D-Day,344283
2003,To Kill a King,344259
2001,The Day I Became a Woman,344235
1984,Windy City,343890
2004,The United States of Leland,343816
1988,Tapeheads,343786
2018,Backstabbing For Beginners,343773
2019,Il grande salto,343500
2017,Buena Vista Social Club—Adios,343483
2022,No mires a los ojos,343463
2019,#AnneFrank. Vite parallele,343409
2019,Lords of Chaos,343402
2021,Berend Botje,343355
2018,Las grietas de Jara,343342
2019,Urijib,343309
2023,Rosalie,343284
1999,West Beirut,343229
1986,Desert Bloom,343127
2016,12 kėdžių,343078
1998,Love is the Devil,343023
2013,Koch,342941
2000,George Washington,342722
2022,Jing yi wui long,342398
2017,Fishtales,342393
2018,Inside the Boys,342389
2005,The Dying Gaul,342297
2023,Royal Ballet: A Diamond Celebration,342279
2022,Shattered,342185
2019,Yumorist,341855
2022,Hridayam,341835
2006,This Film is Not Yet Rated,341768
2017,Zhuang Xie 31 Hao,341673
2022,L’ombra del giorno,341585
2015,The Humbling,341495
2017,Met Opera: Rusalka,341493
2017,RSC Live Antony & Cleopatra,341332
2010,Creation,341323
2018,Un couteau dans le coeur,341266
2008,Jellyfish,341221
2004,One Perfect Day,341210
2023,The Piper,341126
2017,Zahradnictví: Nápadník,341057
2018,Terrifier,340934
2024,High & Low — John Galliano,340925
2015,Otello Met Opera 2015,340647
1997,Grizzly Mountain,340556
2000,"Destinees Sentimentales, Les",340394
2021,Paani Ch Madhaani,340360
2015,Seytan-i Racim 2: Ifrit,340315
2021,Paul Kelly - Stories of Me,340233
2023,La syndicaliste,340160
2023,Go West,340017
2021,In Cycle,340000
2016,Piuma,339958
1995,Total Eclipse,339889
2019,Diane,339838
2017,İlk Öpücük,339792
2019,Manje Bistre 2,339776
2018,Ala Changso,339673
2020,Slim & I,339628
2010,GasLand,339505
2017,Tehran Taboo,339464
2022,Io sono l'abisso,339436
2016,Polednice,339174
2011,Happy People: A Year in the Taiga,338987
2020,Irresistible,338912
2016,Bride Sabina 2,338873
2016,La Vita Possibile,338843
2012,Red Hook Summer,338803
2016,The Journey Home,338690
2017,King of Forest,338690
2022,Toma,338542
2017,Barbie: Video Game Hero,338414
2021,Les amours d’Anaïs,338403
2016,Poesia Sin Fin,338372
2022,Heathers: The Musical,338371
2023,Huijarit,338182
2017,Hans Zimmer: Live in Prague,338043
2021,"España, la primera globalización",337844
1989,Night Game,337812
2017,Yin Wei Ai Qing,337786
1996,Cold Fever,337560
2022,Balance of the Five Elements,337426
2009,The Private Lives of Pippa Lee,337356
2015,The Look of Silence,337331
2017,Kong Bu Bi Ye Zhao 2,337323
2009,Espiral,337270
2014,Jinn,337224
2022,Rose,337126
2018,Ride,337046
2014,Hasee Toh Phasee,336985
2022,Waterman,336839
2011,The Ledge,336776
2005,Shaadi No. 1,336772
2003,Honogurai mizu no soko kara,336706
2022,Ballad of a White Cow,336598
2008,Tout est Parfait,336569
2021,Mes très chers enfants,336561
2014,Casse-tête chinois,336500
2023,UFC 293: Adesyana vs. Strickland,336498
2016,Théo et Hugo dans le même bateau,336493
1996,Citizen Ruth,336470
1991,Talent for the Game,336396
2010,Kings of Pastry,336386
2019,Tvar,336292
2015,Enchanted Kingdom,336286
2015,Król zycia,336128
2024,Blur: To the End,335717
2009,Serious Moonlight,335339
2021,"Medjugorje, la película",335217
2016,O Escaravelho do Diabo,335164
2007,2006 Academy Award Nominated Short Films,335090
2022,Gojira X Mekagojira,335000
2017,Dyrene i Hakkebakkeskogen,334969
2022,You Won’t Be Alone,334911
2017,Bába z ledu,334847
2015,Amama,334715
2006,Chup Chup Ke,334618
2014,Life After Beth,334491
2018,La profezia dell'armadillo,334460
2000,Under Suspicion,334245
2023,Deliver Us,334147
2012,Something From Nothing: The Art of Rap,334126
2015,Als wir träumten,334069
2021,Agnes,334066
1990,Frankenstein Unbound,334000
2012,Gianni e le donne,333864
2019,Kuklalı Köşk,333825
1989,Dark Obsession,333811
2024,Lee Seung Yoon Concert Docking: Liftoff,333653
2015,Ballet 422,333554
2018,Shine,333388
2010,Io Sono L'amore,333196
2019,RSC Live: As You Like It,333177
2019,Royal Opera House: Don Pasquale,333175
2023,One True Loves,333099
2017,Julie 2,333069
2013,Mysteries of the Unseen World,332944
